sep=;
Office Code;IA Number;National Number;Event Type;Event Date;
NZ;PCT/CA2023/050660;816715;P;2024-12-20;
NZ;PCT/IB2023/056049;817420;P;2024-12-20;
NZ;PCT/KR2023/000398;817270;P;2024-12-20;
NZ;PCT/US2023/069801;817388;P;2024-12-20;
NZ;PCT/US2023/023445;816971;P;2024-12-20;
NZ;PCT/AU2023/050619;817429;P;2024-12-20;
NZ;PCT/EP2023/068845;817471;E;2024-12-20;
NZ;PCT/GB2023/051260;816569;P;2024-12-20;
NZ;PCT/GB2023/051183;816814;P;2024-12-20;
NZ;PCT/US2023/067220;817114;P;2024-12-20;
NZ;PCT/EP2023/067939;816869;P;2024-12-20;
NZ;PCT/IB2023/000335;817315;P;2024-12-20;
NZ;PCT/US2023/026140;817168;P;2024-12-20;
NZ;PCT/EP2023/064065;817230;P;2024-12-20;
NZ;PCT/AU2023/050469;816941;P;2024-12-20;
NZ;PCT/IB2023/055818;817487;E;2024-12-20;
NZ;PCT/US2023/021150;816773;P;2024-12-20;
NZ;PCT/EP2023/067805;817273;P;2024-12-20;
NZ;PCT/US2023/066825;816945;P;2024-12-20;
NZ;PCT/EP2023/062404;816820;P;2024-12-20;
NZ;PCT/US2023/068555;817328;P;2024-12-20;
NZ;PCT/EP2023/068443;816876;P;2024-12-20;
NZ;PCT/IB2022/056438;817137;P;2024-12-20;
NZ;PCT/GB2023/051230;816934;P;2024-12-20;
NZ;PCT/US2023/023520;817410;E;2024-12-20;
NZ;PCT/EP2023/066436;816433;P;2024-12-20;
NZ;PCT/US2023/021060;816587;P;2024-12-20;
NZ;PCT/US2023/067918;817151;P;2024-12-20;
NZ;PCT/AU2023/050609;817342;P;2024-12-20;
NZ;PCT/EP2023/065438;817011;P;2024-12-20;
NZ;PCT/US2023/069124;817201;P;2024-12-20;
NZ;PCT/AU2023/050384;817008;P;2024-12-20;
NZ;PCT/US2023/025780;817354;P;2024-12-20;
NZ;PCT/IB2023/056611;816867;P;2024-12-20;
NZ;PCT/US2023/027420;816815;P;2024-12-20;
NZ;PCT/US2023/068426;817078;P;2024-12-20;
NZ;PCT/US2023/069410;816832;P;2024-12-20;
NZ;PCT/US2023/027438;817176;P;2024-12-20;
NZ;PCT/SE2023/050643;817197;P;2024-12-20;
NZ;PCT/EP2023/069447;816835;P;2024-12-20;
NZ;PCT/CN2023/101761;817391;P;2024-12-20;
NZ;PCT/IB2023/055309;817468;E;2024-12-20;
NZ;PCT/AU2023/050482;816717;P;2024-12-20;
NZ;PCT/AU2023/050641;817275;P;2024-12-20;
NZ;PCT/AU2023/050454;817122;P;2024-12-20;
NZ;PCT/AU2023/050490;816793;P;2024-12-20;
NZ;PCT/US2023/025385;817402;P;2024-12-20;
NZ;PCT/CN2023/099158;817396;P;2024-12-20;
NZ;PCT/EP2023/069483;817193;P;2024-12-20;
NZ;PCT/EP2023/065558;817457;P;2024-12-20;
NZ;PCT/EP2023/068102;817535;E;2024-12-20;
NZ;PCT/US2023/022990;816680;P;2024-12-20;
NZ;PCT/EP2023/062066;816853;P;2024-12-20;
NZ;PCT/AU2023/050582;817038;P;2024-12-20;
NZ;PCT/US2023/067927;816899;P;2024-12-20;
NZ;PCT/ES2023/070358;817303;P;2024-12-20;
NZ;PCT/US2023/026769;817407;P;2024-12-20;
NZ;PCT/NO2023/060008;817254;P;2024-12-20;
NZ;PCT/EP2023/068358;816983;P;2024-12-20;
NZ;PCT/CN2023/087998;817522;E;2024-12-20;
NZ;PCT/EP2023/055328;816806;P;2024-12-20;
NZ;PCT/GB2023/051668;817338;P;2024-12-20;
NZ;PCT/CN2023/098241;816992;P;2024-12-20;
NZ;PCT/US2023/070306;816882;P;2024-12-20;
NZ;PCT/US2023/067064;817192;P;2024-12-20;
NZ;PCT/EP2023/070938;816871;P;2024-12-20;
NZ;PCT/EP2023/065608;817349;P;2024-12-20;
NZ;PCT/EP2023/063472;816883;P;2024-12-20;
NZ;PCT/AU2022/050817;816901;P;2024-12-20;
NZ;PCT/US2023/024944;817032;P;2024-12-20;
NZ;PCT/CN2023/106535;817532;E;2024-12-20;
NZ;PCT/US2023/023586;816849;P;2024-12-20;
NZ;PCT/FI2023/050413;816738;P;2024-12-20;
NZ;PCT/US2023/024898;817123;P;2024-12-20;
NZ;PCT/US2023/022733;817206;P;2024-12-20;
NZ;PCT/CN2023/098081;816973;P;2024-12-20;
NZ;PCT/US2023/027741;817376;P;2024-12-20;
NZ;PCT/IL2023/050449;816739;P;2024-12-20;
NZ;PCT/EP2023/072293;817202;P;2024-12-20;
NZ;PCT/KR2023/008062;817111;P;2024-12-20;
NZ;PCT/US2023/066349;816713;P;2024-12-20;
NZ;PCT/US2023/069704;817390;P;2024-12-20;
NZ;PCT/US2023/027456;817248;P;2024-12-20;
NZ;PCT/CN2023/101302;817409;P;2024-12-20;
NZ;PCT/US2023/026528;817068;P;2024-12-20;
NZ;PCT/EP2023/071118;817421;P;2024-12-20;
NZ;PCT/US2023/069652;817501;E;2024-12-20;
NZ;PCT/US2023/027009;816802;P;2024-12-20;
NZ;PCT/US2023/024073;816719;P;2024-12-20;
NZ;PCT/IB2023/057033;817110;P;2024-12-20;
NZ;PCT/IB2023/056152;816818;P;2024-12-20;
NZ;PCT/IB2023/000312;817229;P;2024-12-20;
NZ;PCT/US2023/025389;817399;P;2024-12-20;
NZ;PCT/EP2023/065991;817236;P;2024-12-20;
NZ;PCT/EP2023/064749;816886;P;2024-12-20;
NZ;PCT/JP2023/022253;817456;E;2024-12-20;
NZ;PCT/EP2023/069087;816725;P;2024-12-20;
NZ;PCT/US2022/035254;817075;P;2024-12-20;
NZ;PCT/JP2023/018892;817055;P;2024-12-20;
NZ;PCT/US2023/022098;816771;P;2024-12-20;
NZ;PCT/IB2023/056283;817296;P;2024-12-20;
NZ;PCT/US2023/026081;816848;P;2024-12-20;
NZ;PCT/US2023/068006;817074;P;2024-12-20;
NZ;PCT/GB2023/051612;816896;P;2024-12-20;
NZ;PCT/US2023/068717;817393;E;2024-12-20;
NZ;PCT/US2023/069132;816817;P;2024-12-20;
NZ;PCT/US2023/066436;816714;P;2024-12-20;
NZ;PCT/US2023/028124;817231;P;2024-12-20;
NZ;PCT/US2023/027579;817541;E;2024-12-21;
NZ;PCT/US2023/024595;817559;E;2024-12-23;
NZ;PCT/NO2023/050121;817569;E;2024-12-23;
NZ;PCT/EP2023/063922;817571;E;2024-12-23;
NZ;PCT/US2023/067692;817550;E;2024-12-23;
NZ;PCT/US2023/026712;817567;E;2024-12-23;
NZ;PCT/EP2023/064258;817558;E;2024-12-23;
NZ;PCT/EP2023/072960;817556;E;2024-12-23;
NZ;PCT/US2023/026554;817554;E;2024-12-23;
NZ;PCT/US2023/072860;817574;E;2024-12-23;
NZ;PCT/CN2023/075566;817548;E;2024-12-23;
NZ;PCT/EP2023/068912;817566;E;2024-12-23;
NZ;PCT/EP2023/067115;817563;E;2024-12-23;
NZ;PCT/IL2023/050657;817579;E;2024-12-23;
NZ;PCT/EP2023/069298;817557;E;2024-12-23;
NZ;PCT/JP2023/024105;817553;E;2024-12-23;
NZ;PCT/JP2023/040655;817573;E;2024-12-23;
NZ;PCT/EP2023/060846;817549;E;2024-12-23;
NZ;PCT/US2023/068570;817560;E;2024-12-23;
NZ;PCT/EP2023/065046;817570;E;2024-12-23;
NZ;PCT/US2023/026012;817578;E;2024-12-23;
NZ;PCT/GB2023/051843;817551;E;2024-12-23;
NZ;PCT/JP2023/022632;817552;E;2024-12-23;
NZ;PCT/JP2023/040656;817572;E;2024-12-23;
NZ;PCT/US2023/026932;817593;E;2024-12-24;
NZ;PCT/CN2023/113812;817609;E;2024-12-24;
NZ;PCT/US2023/069840;817587;E;2024-12-24;
NZ;PCT/US2023/028329;817601;E;2024-12-24;
NZ;PCT/AU2022/050685;817537;E;2024-12-24;
NZ;PCT/EP2023/067681;816706;E;2024-12-24;
NZ;PCT/US2023/026775;817605;E;2024-12-24;
NZ;PCT/IN2023/051041;817614;E;2024-12-24;
NZ;PCT/US2023/021099;817581;E;2024-12-24;
NZ;PCT/US2023/070084;817590;E;2024-12-24;
NZ;PCT/AU2023/050651;817603;E;2024-12-24;
NZ;PCT/IN2023/050639;817613;E;2024-12-24;
NZ;PCT/US2023/069153;817596;E;2024-12-24;
NZ;PCT/CN2023/096272;817582;E;2024-12-24;
NZ;PCT/US2023/025895;817589;E;2024-12-24;
NZ;PCT/US2023/069762;817602;E;2024-12-24;
NZ;PCT/GB2023/052319;817608;E;2024-12-24;
NZ;PCT/CN2023/092197;817619;E;2024-12-26;
NZ;PCT/JP2023/019455;817618;E;2024-12-26;
